Detailed Country RD&D Budgets
COUNTRY,PRODUCT,FLOW,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
Greece,Total RD&D in Million USD (2010 prices and exch. rates),213 Non-conventional oil and gas production,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.023,0.019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greece,Total RD&D in Million USD (2010 prices and exch. rates),214 Oil and gas combustion,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greece,Total RD&D in Million USD (2010 prices and exch. rates),215 Oil and gas conversion,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greece,Total RD&D in Million USD (2010 prices and exch. rates),216 Other oil and gas,4.865,9.595,..,..,..,..,..,..,..,..,..,..,0.103,0.098,0.519,1.331,1.547,0.507,..,..,..,..,..,..,..,..,..,..,..,..,..
Greece,Total RD&D in Million USD (2010 prices and exch. rates),219 Unallocated oil and gas,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greece,Total RD&D in Million USD (2010 prices and exch. rates),22 Coal,16.540,15.111,4.309,4.513,8.046,9.233,0.475,0.428,4.126,3.544,3.434,2.550,1.056,0.668,0.681,1.256,1.185,3.599,..,..,..,..,..,..,..,..,..,..,..,..,..
Greece,Total RD&D in Million USD (2010 prices and exch. rates),"221 Coal production, preparation and transport",12.490,9.660,..,..,..,..,..,0.036,0.037,0.016,2.679,1.976,..,..,0.066,0.501,0.403,0.036,..,..,..,..,..,..,..,..,..,..,..,..,..
Greece,Total RD&D in Million USD (2010 prices and exch. rates),222 Coal combustion (incl. IGCC),..,..,..,..,..,..,..,..,0.177,0.250,0.221,0.077,0.189,0.174,0.064,0.066,0.056,0.058,..,..,..,..,..,..,..,..,..,..,..,..,..
Greece,Total RD&D in Million USD (2010 prices and exch. rates),223 Coal conversion (excl. IGCC),..,..,0.068,0.057,0.244,0.342,0.475,0.392,3.253,0.250,0.468,0.441,0.866,0.493,0.268,0.257,0.135,0.144,..,..,..,..,..,..,..,..,..,..,..,..,..
Greece,Total RD&D in Million USD (2010 prices and exch. rates),224 Other coal,4.024,5.429,4.257,4.470,7.791,8.891,..,..,0.665,3.028,0.066,0.056,..,..,0.285,0.429,0.592,3.360,..,..,..,..,..,..,..,..,..,..,..,..,..
Greece,Total RD&D in Million USD (2010 prices and exch. rates),229 Unallocated coal,0.026,0.021,..,..,0.012,..,..,..,..,..,..,..,..,..,..,0.003,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greece,Total RD&D in Million USD (2010 prices and exch. rates),23 CO2 capture and storage,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greece,Total RD&D in Million USD (2010 prices and exch. rates),231 CO2 capture/separation,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greece,Total RD&D in Million USD (2010 prices and exch. rates),232 CO2 transport,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greece,Total RD&D in Million USD (2010 prices and exch. rates),233 CO2 storage,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greece,Total RD&D in Million USD (2010 prices and exch. rates),239 Unallocated CO2 capture and storage,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greece,Total RD&D in Million USD (2010 prices and exch. rates),29 Unallocated fossil fuels,..,..,..,..,..,..,..,0.007,0.007,..,..,..,..,..,..,..,..,..,..,..,0.770,0.805,0.857,..,..,0.914,1.625,..,..,..,0.009
Greece,Total RD&D in Million USD (2010 prices and exch. rates),GROUP 3: RENEWABLE ENERGY SOURCES,27.189,33.319,8.634,8.302,11.611,17.519,27.355,13.130,32.174,15.033,7.413,7.525,8.074,5.740,3.090,5.505,5.135,10.809,..,..,3.127,4.652,5.473,..,..,8.834,10.049,..,..,..,3.226
Greece,Total RD&D in Million USD (2010 prices and exch. rates),31 Solar energy,16.408,13.083,2.486,3.775,4.331,5.677,19.062,6.882,23.282,5.678,1.890,2.181,3.024,3.159,0.762,0.774,0.432,1.175,..,..,..,..,..,..,..,..,..,..,..,..,..
Greece,Total RD&D in Million USD (2010 prices and exch. rates),311 Solar heating and cooling,2.813,3.707,0.409,1.264,0.336,0.342,13.074,3.555,21.744,1.809,1.440,1.664,0.828,0.748,0.507,0.383,0.330,0.371,..,..,..,..,..,..,..,..,..,..,..,..,..
Greece,Total RD&D in Million USD (2010 prices and exch. rates),312 Photovoltaics,5.023,5.429,..,..,3.995,5.335,5.988,3.327,1.538,3.864,0.261,0.356,1.509,1.793,0.187,0.358,0.103,0.591,..,..,..,..,..,..,..,..,..,..,..,..,..
