Detailed Country RD&D Budgets
COUNTRY,PRODUCT,FLOW,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
Germany,Total RD&D in Million USD (2010 prices and exch. rates),232 CO2 transport,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Germany,Total RD&D in Million USD (2010 prices and exch. rates),233 CO2 storage,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.856,..,..
Germany,Total RD&D in Million USD (2010 prices and exch. rates),239 Unallocated CO2 capture and storage,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17.257,17.046
Germany,Total RD&D in Million USD (2010 prices and exch. rates),29 Unallocated fossil fuels,..,..,..,..,..,..,..,..,..,..,0.001,0.001,..,..,0.001,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Germany,Total RD&D in Million USD (2010 prices and exch. rates),GROUP 3: RENEWABLE ENERGY SOURCES,154.152,162.204,245.771,100.470,146.535,131.083,82.695,114.701,121.764,120.519,144.330,156.073,164.734,179.739,118.820,105.061,131.017,103.032,116.131,102.383,107.881,102.789,108.577,98.413,79.829,127.823,123.152,125.146,160.589,245.257,248.403
Germany,Total RD&D in Million USD (2010 prices and exch. rates),31 Solar energy,89.921,90.015,182.726,75.352,113.936,92.804,67.886,93.725,104.653,106.176,116.666,126.918,124.085,118.686,76.465,70.281,74.987,62.666,74.915,66.494,72.498,60.799,58.531,53.823,55.472,72.775,71.358,62.375,86.307,78.774,82.146
Germany,Total RD&D in Million USD (2010 prices and exch. rates),311 Solar heating and cooling,..,38.674,35.264,7.404,25.458,20.409,2.385,3.079,0.850,22.352,24.297,28.895,24.158,23.213,22.377,21.170,11.372,13.607,15.044,7.223,15.918,17.350,14.237,11.645,15.628,7.130,9.212,7.762,7.736,8.429,11.087
Germany,Total RD&D in Million USD (2010 prices and exch. rates),312 Photovoltaics,89.921,28.584,123.954,47.592,67.368,59.195,57.452,57.832,67.028,76.838,83.632,89.975,91.601,89.592,51.536,44.136,56.030,37.494,50.695,54.078,54.543,41.115,33.939,42.177,34.354,58.686,53.917,46.497,68.989,60.907,63.322
Germany,Total RD&D in Million USD (2010 prices and exch. rates),313 Solar thermal power and high-temp. applications,..,22.755,23.507,20.359,21.110,13.200,8.050,32.813,36.775,6.985,8.735,8.046,8.327,5.883,2.554,4.976,7.583,11.566,9.176,5.195,2.036,2.332,10.355,..,5.491,6.958,8.229,8.117,9.581,9.438,7.736
Germany,Total RD&D in Million USD (2010 prices and exch. rates),319 Unallocated solar energy,..,..,..,..,..,..,..,..,..,..,0.001,0.001,..,..,..,..,0.001,..,..,..,0.001,..,..,..,..,0.001,..,..,..,..,..
Germany,Total RD&D in Million USD (2010 prices and exch. rates),32 Wind energy,44.376,53.694,40.605,14.894,19.144,24.877,12.028,17.128,15.127,11.828,19.928,15.400,21.189,41.495,29.726,29.650,49.056,30.842,29.710,30.574,22.180,25.661,20.277,17.326,10.419,23.615,14.048,21.967,40.486,37.246,48.707
Germany,Total RD&D in Million USD (2010 prices and exch. rates),321 Onshore wind technologies,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Germany,Total RD&D in Million USD (2010 prices and exch. rates),322 Offshore wind techs (excl. low wind speed),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Germany,Total RD&D in Million USD (2010 prices and exch. rates),323 Wind energy systems and other technologies,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Germany,Total RD&D in Million USD (2010 prices and exch. rates),329 Unallocated wind energy,44.376,53.694,40.605,14.894,19.144,24.877,12.028,17.128,15.127,11.828,19.928,15.400,21.189,41.495,29.726,29.650,49.056,30.842,29.710,30.574,22.180,25.661,20.277,17.326,10.419,23.615,14.048,21.967,40.486,37.246,48.707
Germany,Total RD&D in Million USD (2010 prices and exch. rates),33 Ocean energy,2.336,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.649,1.009
Germany,Total RD&D in Million USD (2010 prices and exch. rates),331 Tidal energy,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Germany,Total RD&D in Million USD (2010 prices and exch. rates),332 Wave energy,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Germany,Total RD&D in Million USD (2010 prices and exch. rates),333 Salinity gradient power,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Germany,Total RD&D in Million USD (2010 prices and exch. rates),334 Other ocean energy,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Germany,Total RD&D in Million USD (2010 prices and exch. rates),339 Unallocated ocean energy,2.336,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.649,1.009
Germany,Total RD&D in Million USD (2010 prices and exch. rates),"34 Biofuels (incl. liquids, solids and biogases)",..,2.801,4.274,2.907,2.070,0.609,1.193,1.444,0.188,..,2.640,7.959,15.335,15.899,8.242,2.286,3.791,6.727,9.026,2.666,9.808,5.832,15.388,10.650,5.632,14.788,17.906,20.391,23.495,36.376,38.032
Germany,Total RD&D in Million USD (2010 prices and exch. rates),341 Production of liquid biofuels,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.412,3.331,3.636,4.465,3.415,..,..
Germany,Total RD&D in Million USD (2010 prices and exch. rates),3411 Gasoline substitutes (incl. ethanol),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Germany,Total RD&D in Million USD (2010 prices and exch. rates),"3412 Diesel, kerosene and jet fuel substitutes",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Germany,Total RD&D in Million USD (2010 prices and exch. rates),3413 Algal biofuels,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
