Detailed Country RD&D Budgets
COUNTRY,PRODUCT,FLOW,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
Spain,Total RD&D in Million USD (2010 prices and exch. rates),14 Other energy efficiency,0.799,..,..,0.061,84.425,2.026,..,..,..,..,..,8.591,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Spain,Total RD&D in Million USD (2010 prices and exch. rates),141 Waste heat recovery and utilisation,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Spain,Total RD&D in Million USD (2010 prices and exch. rates),142 Communities,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Spain,Total RD&D in Million USD (2010 prices and exch. rates),143 Agriculture and forestry,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Spain,Total RD&D in Million USD (2010 prices and exch. rates),144 Heat pumps and chillers,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Spain,Total RD&D in Million USD (2010 prices and exch. rates),145 Other energy efficiency,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Spain,Total RD&D in Million USD (2010 prices and exch. rates),149 Unallocated other energy efficiency,0.799,..,..,0.061,84.425,2.026,..,..,..,..,..,8.591,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Spain,Total RD&D in Million USD (2010 prices and exch. rates),19 Unallocated energy efficiency,0.007,0.005,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Spain,Total RD&D in Million USD (2010 prices and exch. rates),GROUP 2: FOSSIL FUELS,47.107,37.152,63.408,111.344,94.954,22.424,4.834,15.289,9.025,3.653,5.005,6.127,4.175,2.732,7.454,8.319,7.265,6.816,4.601,9.087,5.629,7.510,4.175,4.652,8.054,6.963,3.840,5.299,6.775,3.094,3.728
Spain,Total RD&D in Million USD (2010 prices and exch. rates),21 Oil and gas,3.207,11.052,40.722,37.328,14.213,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.158,2.591,..,..,..,..,..,2.543,2.893,2.902,1.330,1.457
Spain,Total RD&D in Million USD (2010 prices and exch. rates),211 Enhanced oil and gas production,..,1.821,2.571,0.503,0.555,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Spain,Total RD&D in Million USD (2010 prices and exch. rates),"212 Refining, transpt, storage of oil and gas",..,6.241,34.815,32.260,13.654,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.591,..,..,..,..,..,..,..,..,..,..
Spain,Total RD&D in Million USD (2010 prices and exch. rates),213 Non-conventional oil and gas production,1.411,0.426,2.289,0.335,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Spain,Total RD&D in Million USD (2010 prices and exch. rates),214 Oil and gas combustion,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.330,1.457
Spain,Total RD&D in Million USD (2010 prices and exch. rates),215 Oil and gas conversion,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Spain,Total RD&D in Million USD (2010 prices and exch. rates),216 Other oil and gas,1.796,2.568,1.048,4.234,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.158,..,..,..,..,..,..,2.543,..,..,..,..
Spain,Total RD&D in Million USD (2010 prices and exch. rates),219 Unallocated oil and gas,..,..,..,..,0.004,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.893,2.902,..,..
Spain,Total RD&D in Million USD (2010 prices and exch. rates),22 Coal,43.902,26.095,22.686,74.017,80.744,22.424,4.834,15.289,9.025,3.653,5.005,6.127,4.175,2.732,7.454,8.319,7.265,6.816,4.601,8.930,3.038,7.510,4.175,4.652,8.054,6.963,1.295,0.763,0.797,1.366,1.609
Spain,Total RD&D in Million USD (2010 prices and exch. rates),"221 Coal production, preparation and transport",20.640,5.167,4.766,51.849,50.992,13.156,4.174,13.387,6.970,3.147,2.780,2.136,0.342,..,2.762,2.906,1.853,1.679,1.123,1.693,0.174,..,..,..,..,..,..,..,..,..,..
Spain,Total RD&D in Million USD (2010 prices and exch. rates),222 Coal combustion (incl. IGCC),..,1.032,1.001,11.405,20.306,1.023,0.660,1.902,2.054,0.262,..,1.873,..,..,3.485,3.371,4.299,3.007,2.633,4.502,1.527,7.416,3.812,4.652,1.114,1.336,1.295,0.575,0.600,1.303,1.575
Spain,Total RD&D in Million USD (2010 prices and exch. rates),223 Coal conversion (excl. IGCC),0.918,3.138,2.821,2.747,1.034,1.213,..,..,..,..,..,0.344,2.168,2.473,1.052,2.042,1.114,2.130,0.845,..,..,..,..,..,..,..,..,..,..,..,..
Spain,Total RD&D in Million USD (2010 prices and exch. rates),224 Other coal,22.343,16.758,14.105,8.016,8.407,7.032,..,..,..,0.244,2.224,1.774,1.665,0.260,0.155,..,..,..,..,2.735,1.336,0.094,0.363,..,6.940,5.626,..,0.188,0.196,0.062,0.034
Spain,Total RD&D in Million USD (2010 prices and exch. rates),229 Unallocated coal,..,..,..,..,0.004,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Spain,Total RD&D in Million USD (2010 prices and exch. rates),23 CO2 capture and storage,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.644,3.075,0.399,0.662
Spain,Total RD&D in Million USD (2010 prices and exch. rates),231 CO2 capture/separation,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.644,3.075,0.399,0.662
Spain,Total RD&D in Million USD (2010 prices and exch. rates),232 CO2 transport,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Spain,Total RD&D in Million USD (2010 prices and exch. rates),233 CO2 storage,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Spain,Total RD&D in Million USD (2010 prices and exch. rates),239 Unallocated CO2 capture and storage,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Spain,Total RD&D in Million USD (2010 prices and exch. rates),29 Unallocated fossil fuels,..,0.005,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Spain,Total RD&D in Million USD (2010 prices and exch. rates),GROUP 3: RENEWABLE ENERGY SOURCES,75.305,55.690,55.498,67.456,119.454,39.118,33.817,22.532,24.213,25.734,34.444,28.728,39.287,35.363,25.905,25.068,25.066,25.037,31.207,26.685,28.997,27.093,26.605,32.673,33.411,36.264,39.491,40.948,49.045,50.396,37.845
Spain,Total RD&D in Million USD (2010 prices and exch. rates),31 Solar energy,49.636,32.299,27.577,33.042,78.817,25.984,9.619,5.926,7.156,7.587,19.807,15.861,14.653,17.633,16.793,18.666,18.661,16.400,5.981,14.523,17.634,15.989,15.738,20.944,15.687,17.000,20.181,23.318,29.049,26.966,20.834
